,relationships,funding_rounds,funding_total_usd,is_software,is_web,is_mobile,is_enterprise,is_advertising,is_gamesvideo,is_ecommerce,is_biotech,is_consulting,is_othercategory,has_VC,has_angel,has_roundA,has_roundB,has_roundC,has_roundD,avg_participants,is_top500,status
228,25,6,72000000,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,2.3333,1,acquired
229,4,3,27690547,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,4.5,1,acquired
230,32,1,9000000,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4.0,1,closed
231,12,2,7500000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3.5,1,acquired
232,9,2,10000000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,1,acquired
233,7,4,5965000,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1.0,0,acquired
234,9,1,4000000,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0,acquired
235,2,1,5000000,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1.0,0,closed
236,15,1,11500000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2.0,1,acquired
237,2,2,1050000,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0,closed
238,13,2,5500000,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,1,acquired
239,17,3,5000000,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1.6667,1,acquired
240,11,2,3700000,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3.0,0,closed
241,4,2,7000000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,0,closed
242,14,2,32000000,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,3.5,1,closed
243,8,3,7900000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2.0,0,acquired
244,16,5,80000000,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,2.25,1,acquired
245,1,1,5000000,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,1,closed
246,5,2,2100000,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1.5,1,acquired
247,6,4,22250000,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,2.5,1,acquired
248,6,2,1975000,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,3.0,0,acquired
249,0,1,1000000,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,1,acquired
250,0,1,35000000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.0,0,closed
251,12,7,88651133,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,3.1667,1,acquired
252,3,1,26000000,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2.0,1,acquired
253,3,1,100000,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.0,0,closed
254,6,1,5000000,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,1,acquired
255,5,2,7300000,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,3.0,1,closed
256,8,3,64080000,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,4.0,1,acquired
257,8,2,5800000,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,4.0,1,acquired
258,6,4,89500000,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1.0,1,closed
259,11,4,23350000,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,3.0,1,acquired
260,7,2,13500000,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2.5,1,acquired
261,13,2,24500000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.5,1,acquired
262,2,1,10000000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4.0,1,closed
263,3,1,8500000,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1.0,0,closed
264,0,1,6000000,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3.0,0,closed
265,3,1,2000000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,1,acquired
266,3,2,4100000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1.5,1,acquired
267,5,1,6200000,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2.0,1,acquired
268,8,2,12250000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,2.5,1,acquired
269,3,2,11725600,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2.0,1,acquired
270,1,2,16000000,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3.0,1,closed
271,10,3,5056559,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1.6667,1,acquired
272,9,1,100000,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,1,acquired
273,11,3,68200000,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,4.0,1,acquired
274,5,3,33000000,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,3.6667,1,acquired
275,8,3,3352194,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,9.5,0,closed
276,5,2,2212000,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,3.0,1,acquired
277,1,4,19800000,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,5.0,1,acquired
278,6,2,4500000,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3.0,1,closed
279,2,2,14000000,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1.5,1,acquired
280,4,1,100000,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,0,closed
281,4,2,9900000,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.0,1,acquired
282,10,3,7600000,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,5.0,1,acquired
283,2,1,50000,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2.0,0,closed
284,3,1,650000,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,0,closed
285,8,3,10500000,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,2.0,1,closed
286,12,1,500000,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,acquired
287,2,2,24300000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2.5,1,acquired
288,6,2,18000000,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,4.0,1,closed
289,27,3,26000000,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,3.6667,1,acquired
290,2,2,9500000,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,3.0,1,closed
291,6,1,16980999,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1.0,1,acquired
292,2,1,5000000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3.0,0,closed
293,3,1,350000,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1.0,0,closed
294,1,5,13130000,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2.0,1,closed
295,1,1,20000000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0,closed
296,18,3,26500000,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,2.0,1,acquired
297,4,2,15000000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5.0,1,acquired
298,0,1,2600000,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.0,0,closed
299,1,4,21470000,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,3.5,1,closed
300,5,1,20000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,closed
301,10,2,3600000,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1.0,0,closed
302,23,7,27300000,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,2.0,1,acquired
303,8,1,2600000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2.0,0,acquired
304,5,1,5000000,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,1,closed
305,2,2,17000000,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,3.5,1,acquired
306,0,1,662000,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3.0,0,closed
307,12,2,3750000,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,4.0,1,acquired
308,57,4,45000000,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,4.6667,1,acquired
309,9,2,6700000,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,8.0,1,acquired
310,12,3,20750000,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,2.3333,1,acquired
311,5,4,19000000,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,2.0,1,acquired
312,20,3,22500000,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,4.0,1,acquired
313,10,3,7300000,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,2.0,1,acquired
314,16,7,26390819,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1.3333,1,closed
315,4,1,10000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.0,1,acquired
316,1,1,31000,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.0,0,closed
317,16,3,21500000,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,3.3333,1,acquired
318,5,1,4000000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.0,1,acquired
319,5,3,9400000,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,4.0,1,acquired
320,9,3,5600000,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.0,1,acquired
321,9,2,6000000,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2.5,1,acquired
322,35,4,60704370,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,2.0,1,acquired
323,16,3,2000000,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3.6667,1,acquired
324,5,2,1000000,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,5.5,1,acquired
325,3,2,200000,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,2.0,1,closed
326,2,1,2300000,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2.0,1,closed
327,5,1,1000000,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,1,closed
328,13,5,24750000,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,2.4,1,acquired
329,15,2,12800000,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.0,1,closed
330,10,2,30500000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4.5,1,acquired
331,3,3,36300000,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1.5,1,closed
332,7,3,6693782,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1.6667,1,acquired
333,1,1,20000000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5.0,1,closed
334,8,1,11370000,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2.0,1,acquired
335,13,3,16500000,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1.3333,1,acquired
336,3,1,250000,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3.0,0,closed
337,9,5,14400000,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,5.8,1,acquired
338,24,5,90000000,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,3.8,1,acquired
339,10,4,13075000,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,4.0,1,acquired
340,10,2,26000000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,2.5,1,acquired
341,6,2,16300000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2.0,1,acquired
342,5,2,5992316,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2.0,0,acquired
343,2,4,89400001,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,4.3333,1,acquired
344,4,1,1200000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0,closed
345,7,2,1900000,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2.5,1,closed
346,9,3,30300000,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,4.5,1,closed
347,4,1,500000,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.0,0,closed
348,19,5,74000000,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1.75,1,acquired
349,3,1,18800000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,7.0,1,acquired
350,3,1,20000,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,closed
351,3,4,3350000,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1.5,0,acquired
352,1,1,26100000,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2.0,1,acquired
353,0,2,1213066,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1.0,1,closed
354,18,3,24030000,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,3.6667,1,acquired
355,14,3,13100000,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1.6667,1,acquired
356,6,3,560001,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3.5,1,acquired
357,7,1,3500000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2.0,1,acquired
358,45,7,121500000,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,4.5,1,acquired
359,18,4,42500000,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,2.5,1,acquired
360,26,2,36000000,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3.5,1,acquired
361,7,1,12170000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3.0,1,closed
362,4,1,1000000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.0,1,acquired
363,5,3,1820000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,acquired
365,6,1,5000000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5.0,1,acquired
366,4,2,18800000,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2.5,1,acquired
367,3,2,72300000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,4.5,1,acquired
368,3,3,1310000,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,0,acquired
369,2,2,15000000,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.5,1,closed
370,22,3,39007789,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,3.0,1,acquired
371,3,1,25000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.0,1,acquired
372,4,3,172500,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,acquired
373,23,2,6100000,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1.0,1,acquired
374,7,3,40300000,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,4.0,1,acquired
375,9,1,100000,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1.0,0,closed
376,14,5,19389998,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1.5,1,acquired
377,21,2,61500000,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,4.0,1,acquired
378,6,1,6000000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,1,acquired
379,23,4,19100000,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,2.5,1,acquired
380,8,4,3499997,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1.5,1,acquired
381,13,3,2600000,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,3.6667,1,acquired
382,14,3,2023000,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1.3333,1,acquired
383,3,1,25000000,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4.0,1,acquired
384,17,4,66000000,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,2.3333,1,acquired
385,5,2,1000000,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3.5,0,acquired
386,11,2,13000000,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,3.0,1,acquired
387,3,3,24150000,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2.3333,1,closed
388,4,3,47218498,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,3.3333,1,closed
389,1,2,11800000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,4.5,1,acquired
390,2,2,2387481,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1.0,1,closed
391,35,4,33000000,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,2.5,1,acquired
392,4,2,7500000,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1.5,1,acquired
393,3,1,25000000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.0,1,acquired
394,7,4,25305000,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,2.0,1,acquired
395,21,2,4950000,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,12.5,1,acquired
396,8,6,53816776,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,5.0,1,acquired
397,15,2,3500000,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5.5,1,acquired
398,7,1,5000000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0,acquired
399,9,3,2515000,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1.6667,1,acquired
400,10,2,8400000,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.0,1,acquired
401,5,2,4900000,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1.0,1,closed
402,3,1,5000000,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.0,1,closed
403,2,1,11000000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3.0,1,acquired
404,6,4,68400000,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,4.0,1,acquired
405,7,2,2000000,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,8.5,1,acquired
406,2,2,10800000,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2.0,1,closed
407,31,5,37000000,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,2.5,1,acquired
408,5,1,7660000,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,6.0,1,acquired
409,5,4,48730000,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,3.0,1,acquired
410,1,2,3350000,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2.5,1,closed
411,3,4,28000000,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,3.0,1,closed
412,5,1,2500000,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2.0,1,acquired
413,16,2,8000000,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4.0,1,acquired
414,6,2,540000,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.5,1,acquired
415,4,2,3100000,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,2.0,1,acquired
416,8,2,1200000,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,6.0,1,acquired
417,2,1,5000000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2.0,0,closed
418,6,6,37079000,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,3.8,1,acquired
419,3,4,135826373,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,4.3333,1,acquired
420,5,2,5000000,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1,closed
421,3,4,4200000,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3.0,1,acquired
422,3,1,4100000,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,1,closed
423,3,1,2000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,closed
424,3,1,6500000,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,1,acquired
425,0,1,4000000,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.0,0,closed
426,3,5,185000,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2.0,1,closed
427,5,1,1300000,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0,acquired
428,21,1,45000000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1.0,0,acquired
429,4,1,2500000,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2.0,1,acquired
430,11,2,9200000,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1.0,1,acquired
431,0,4,435953,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,closed
432,9,2,55600000,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2.0,0,closed
433,2,1,10000000,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0,acquired
434,3,1,12000,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.0,1,closed
435,3,2,2257464,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1.0,0,closed
436,4,2,983000,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,6.0,1,acquired
437,15,2,41000000,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1.5,1,acquired
438,0,3,9100000,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1.0,0,closed
439,6,3,25500100,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2.5,1,closed
440,3,1,400000,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,1,acquired
441,4,10,22165091,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,2.0,1,acquired
442,4,1,500000,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4.0,1,acquired
443,29,5,70000000,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2.8,1,acquired
444,6,2,4700000,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1.0,1,acquired
445,1,1,30000000,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2.0,1,acquired
446,13,5,39000000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3.25,1,acquired
447,10,3,32000000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3.0,1,acquired
448,7,3,42000000,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,2.6667,1,acquired
449,5,3,24510540,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,2.6667,1,acquired
450,0,1,2500000,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.0,1,closed
451,1,3,21460663,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4.5,1,acquired
452,6,1,15000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4.0,1,acquired
453,5,2,889999,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,3.5,1,closed
454,6,1,16000000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.0,1,acquired
455,5,1,7000000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.0,1,acquired
456,3,2,100000,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1.0,0,closed
457,13,1,1500000,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.0,0,acquired
458,19,1,8000000,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,1,acquired
459,22,2,4000000,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3.0,1,acquired
